76738,"121.529,31.339",start location top 2
76868,"121.531,31.323",start location top 2
76868,"121.535,31.334",start location top 2
76938,"121.531,31.323",start location top 2
76938,"121.52,31.32",start location top 2
77484,"121.531,31.323",start location top 2
77484,"121.536,31.324",start location top 2
81031,"121.531,31.323",start location top 2
81031,"121.536,31.331",start location top 2
81033,"121.531,31.323",start location top 2
81033,"121.537,31.331",start location top 2
82732,"121.531,31.323",start location top 2
82732,"121.534,31.331",start location top 2
82782,"121.531,31.323",start location top 2
82782,"121.529,31.336",start location top 2
83941,"121.531,31.323",start location top 2
83941,"121.528,31.336",start location top 2
84605,"121.531,31.323",start location top 2
84605,"121.53,31.32800000000001",start location top 2
84906,"121.531,31.323",start location top 2
84906,"121.526,31.331",start location top 2
84979,"121.531,31.323",start location top 2
84979,"121.541,31.32800000000001",start location top 2
86254,"121.531,31.323",start location top 2
86254,"121.539,31.32800000000001",start location top 2
86514,"121.531,31.323",start location top 2
86514,"121.537,31.327",start location top 2
86540,"121.531,31.323",start location top 2
86540,"121.526,31.337",start location top 2
86562,"121.531,31.323",start location top 2
86562,"121.524,31.32800000000001",start location top 2
86566,"121.531,31.323",start location top 2
86566,"121.529,31.333",start location top 2
86626,"121.531,31.323",start location top 2
86626,"121.509,31.304",start location top 2
87615,"121.531,31.323",start location top 2
87615,"121.532,31.33",start location top 2
88001,"121.531,31.323",start location top 2
